multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
320,OUTSTDN,1932-01-01,08:12,120.0,60,RUTA 9,,ERROR,60.0,57.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
322,UW3932,1932-01-01,08:13,100.0,80,AV SIEMPRE VIVA,R02,ERROR,20.0,16.0,,,
324,HAMSTUR,1932-01-01,00:00,96.0,80,AV LIBERTADOR,R03,PAGADA,16.0,12.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
325,9999868,1932-01-01,00:00,159.0,80,RUTA 9,R02,ERROR,79.0,75.0,,,
327,J1S1,1932-01-01,00:00,93.0,40,AV LIBERTADOR,R01,ERROR,53.0,51.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
328,GN64OTP,1932-01-01,14:11,156.0,80,AV SIEMPRE VIVA,R02,PAGADA,76.0,72.0,,,
329,UM96201,2021-11-17,18:15,133.0,60,RUTA 9,R03,APELADA,73.0,70.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
332,HK06YMX,1932-01-01,00:00,151.0,80,AV SIEMPRE VIVA,,PAGADA,71.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
334,810TCH,1932-01-01,00:00,64.0,40,AV LIBERTADOR,,IMPAGA,24.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
340,T0YDR,1932-01-01,18:15,105.0,40,AV LIBERTADOR,R03,APELADA,65.0,63.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
342,6611172,1932-01-01,00:00,79.0,40,AV LIBERTADOR,R03,APELADA,39.0,37.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
353,FVIOUHP,1932-01-01,14:12,127.0,80,AV LIBERTADOR,,PAGADA,47.0,43.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
354,HF58HXP,1932-01-01,14:12,105.0,80,AV LIBERTADOR,R01,APELADA,25.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
356,MX60NZA,1932-01-01,00:00,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,,,
362,NAN,1932-01-01,14:12,65.0,40,RUTA 9,,APELADA,25.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b01d46f9911d558b.jpg,NAN,1.0
364,HK06YMX,1932-01-01,14:12,90.0,40,AV LIBERTADOR,R02,PAGADA,50.0,48.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
371,8B90638,1932-01-01,18:17,90.0,40,RUTA 9,R01,IMPAGA,50.0,48.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0
380,691XC80,1932-01-01,00:00,103.0,80,AV LIBERTADOR,R01,APELADA,23.0,19.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
382,589222,1932-01-01,08:14,135.0,80,AV SIEMPRE VIVA,R01,IMPAGA,55.0,51.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
383,0695DVH,2023-12-16,18:17,63.0,40,AV LIBERTADOR,R01,ERROR,23.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
385,409,1932-01-01,08:14,45.0,40,AV LIBERTADOR,R02,APELADA,5.0,3.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
387,MX60NZA,1932-01-01,00:00,125.0,60,AV SIEMPRE VIVA,R02,IMPAGA,65.0,62.0,,,
388,81ZFJD,2020-11-21,00:00,119.0,40,AV LIBERTADOR,R03,ERROR,79.0,77.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFID,0.8333
389,GE1466,2023-02-18,14:13,112.0,80,AV LIBERTADOR,R03,IMPAGA,32.0,28.0,,,
392,J1S1,1932-01-01,18:18,134.0,60,RUTA 9,,PAGADA,74.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
393,NAN,2021-12-19,00:00,57.0,40,AV LIBERTADOR,R02,IMPAGA,17.0,15.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b01d46f9911d558b.jpg,NAN,1.0
394,GLEN1E,2023-05-05,00:00,133.0,80,AV SIEMPRE VIVA,R02,ERROR,53.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
396,41RSTZ,1932-01-01,14:13,90.0,80,AV LIBERTADOR,,ERROR,10.0,6.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
397,HF3461,2020-07-01,00:00,94.0,80,RUTA 9,R02,APELADA,14.0,10.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
399,810TCH,1932-01-01,00:00,69.0,40,AV SIEMPRE VIVA,R03,IMPAGA,29.0,27.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
400,BM351,1932-01-01,00:00,94.0,60,RUTA 9,,ERROR,34.0,31.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
402,YLO8WUE,1932-01-01,00:00,119.0,60,RUTA 9,R02,APELADA,59.0,56.0,,,
404,PIW4215,1932-01-01,18:18,49.0,40,AV SIEMPRE VIVA,R03,PAGADA,9.0,7.0,,,
405,HF58HXP,1932-01-01,00:00,118.0,80,AV SIEMPRE VIVA,,ERROR,38.0,34.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
406,WU08YWC,1932-01-01,00:00,155.0,80,AV LIBERTADOR,R02,PAGADA,75.0,71.0,,,
407,6EVY261,1932-01-01,08:15,115.0,60,RUTA 9,R01,PAGADA,55.0,52.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0
408,MVU4688,2022-06-15,18:18,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
410,UM96201,1932-01-01,00:00,98.0,60,AV SIEMPRE VIVA,R01,PAGADA,38.0,35.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
412,41RSTZ,1932-01-01,08:15,104.0,60,AV SIEMPRE VIVA,R03,ERROR,44.0,41.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
413,CT5B876,1932-01-01,18:19,104.0,60,AV SIEMPRE VIVA,,PAGADA,44.0,41.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
414,YLO8WUE,1932-01-01,00:00,59.0,40,AV LIBERTADOR,R02,IMPAGA,19.0,17.0,,,
416,BX55DOG,1932-01-01,14:13,97.0,40,AV LIBERTADOR,R01,IMPAGA,57.0,55.0,,,
418,WU341A,1932-01-01,00:00,90.0,40,AV SIEMPRE VIVA,R03,ERROR,50.0,48.0,,,
421,XIIUME,2020-04-25,08:15,115.0,40,RUTA 9,R02,PAGADA,75.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
422,XIIUME,1932-01-01,18:19,116.0,60,AV SIEMPRE VIVA,R01,IMPAGA,56.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
424,XIIUME,1932-01-01,14:14,89.0,40,AV LIBERTADOR,R01,ERROR,49.0,47.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
428,GN64OTP,1932-01-01,00:00,68.0,60,RUTA 9,R03,APELADA,8.0,5.0,,,
430,FVIOUHP,1932-01-01,00:00,71.0,40,RUTA 9,,APELADA,31.0,29.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
431,XIIUME,1932-01-01,18:20,114.0,80,AV LIBERTADOR,,IMPAGA,34.0,30.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
432,6NCE831,1932-01-01,00:00,88.0,80,RUTA 9,R01,PAGADA,8.0,4.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
433,VY90540,1932-01-01,08:16,66.0,60,RUTA 9,R03,APELADA,6.0,3.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
434,GLEN1E,1932-01-01,18:20,70.0,60,AV SIEMPRE VIVA,,ERROR,10.0,7.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
435,T0YDR,1932-01-01,00:00,91.0,60,RUTA 9,R01,PAGADA,31.0,28.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
436,409,1932-01-01,00:00,86.0,60,RUTA 9,,ERROR,26.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
437,WU08YWC,1932-01-01,00:00,53.0,40,RUTA 9,R01,ERROR,13.0,11.0,,,
441,691XC80,1932-01-01,18:21,117.0,60,AV SIEMPRE VIVA,R01,ERROR,57.0,54.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
444,3646HBH,1932-01-01,00:00,74.0,60,AV LIBERTADOR,R02,PAGADA,14.0,11.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
445,HAMSTUR,1932-01-01,00:00,72.0,40,AV SIEMPRE VIVA,,ERROR,32.0,30.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
449,CD05601,1932-01-01,00:00,99.0,80,AV LIBERTADOR,R02,IMPAGA,19.0,15.0,,,
451,6NCE831,1932-01-01,00:00,160.0,80,AV LIBERTADOR,,APELADA,80.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
452,OUTSTDN,2023-07-17,14:14,122.0,80,AV LIBERTADOR,,APELADA,42.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
455,HK06YMX,1932-01-01,00:00,82.0,40,AV SIEMPRE VIVA,,ERROR,42.0,40.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
456,XIIUME,1932-01-01,18:21,116.0,80,AV LIBERTADOR,R02,IMPAGA,36.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
460,81ZFJD,1932-01-01,18:21,95.0,60,RUTA 9,R02,ERROR,35.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFID,0.8333
461,M20CPR,1932-01-01,08:16,125.0,80,AV SIEMPRE VIVA,R01,ERROR,45.0,41.0,,,
464,T0YDR,1932-01-01,18:21,98.0,40,AV LIBERTADOR,,APELADA,58.0,56.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
467,OUTSTDN,2022-02-14,00:00,146.0,80,AV SIEMPRE VIVA,R01,PAGADA,66.0,62.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
469,NTHGLFT,1932-01-01,00:00,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
471,B81JKY,1932-01-01,00:00,84.0,60,AV SIEMPRE VIVA,R03,PAGADA,24.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
472,YLO8WUE,1932-01-01,00:00,75.0,40,AV LIBERTADOR,R02,PAGADA,35.0,33.0,,,
473,2999961,1932-01-01,18:22,99.0,60,AV SIEMPRE VIVA,R03,IMPAGA,39.0,36.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
476,6NCE831,1932-01-01,00:00,106.0,60,AV SIEMPRE VIVA,R03,PAGADA,46.0,43.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
479,PIW4215,2022-11-03,18:22,94.0,80,AV LIBERTADOR,R01,PAGADA,14.0,10.0,,,
481,831MDB,1932-01-01,00:00,93.0,80,RUTA 9,R03,IMPAGA,13.0,9.0,,,
482,691XC80,1932-01-01,18:23,106.0,40,RUTA 9,R03,ERROR,66.0,64.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
484,UM96201,2023-04-14,08:17,77.0,40,AV SIEMPRE VIVA,R02,IMPAGA,37.0,35.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
486,691XC80,1932-01-01,18:23,92.0,60,AV SIEMPRE VIVA,R01,ERROR,32.0,29.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
487,NHZ1002,1932-01-01,18:23,93.0,80,AV LIBERTADOR,R01,ERROR,13.0,9.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
488,6611172,1932-01-01,14:15,100.0,60,AV LIBERTADOR,R03,PAGADA,40.0,37.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
490,81ZFJD,1932-01-01,00:00,62.0,40,AV SIEMPRE VIVA,R03,IMPAGA,22.0,20.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFID,0.8333
491,BX55DOG,1932-01-01,00:00,61.0,40,RUTA 9,,PAGADA,21.0,19.0,,,
492,M431ZW,1932-01-01,00:00,62.0,40,AV SIEMPRE VIVA,R02,APELADA,22.0,20.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
493,MPX9357,1932-01-01,00:00,80.0,60,AV LIBERTADOR,R02,PAGADA,20.0,17.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
495,HF3461,1932-01-01,00:00,111.0,80,AV LIBERTADOR,R01,ERROR,31.0,27.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
497,BB8986,1932-01-01,14:16,150.0,80,AV SIEMPRE VIVA,R02,IMPAGA,70.0,66.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
498,BX55DOG,1932-01-01,00:00,103.0,60,RUTA 9,R03,APELADA,43.0,40.0,,,
499,AWS167,1932-01-01,08:17,51.0,40,AV LIBERTADOR,,ERROR,11.0,9.0,,,
500,GCP332,1932-01-01,00:00,63.0,40,RUTA 9,,PAGADA,23.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,GCP332,1.0
505,UM96201,1932-01-01,08:18,131.0,60,RUTA 9,,APELADA,71.0,68.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
506,691XC80,2023-12-31,14:16,53.0,40,AV LIBERTADOR,R01,PAGADA,13.0,11.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
507,CD05601,1932-01-01,18:23,71.0,60,AV LIBERTADOR,R01,ERROR,11.0,8.0,,,
509,VY90540,1932-01-01,14:16,143.0,80,RUTA 9,,ERROR,63.0,59.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
513,T0YDR,1932-01-01,18:24,133.0,80,RUTA 9,,PAGADA,53.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
514,9999868,1932-01-01,00:00,71.0,40,AV SIEMPRE VIVA,R02,APELADA,31.0,29.0,,,
515,MX60NZA,1932-01-01,18:24,117.0,80,AV LIBERTADOR,R02,PAGADA,37.0,33.0,,,
518,GOOGLE,2023-11-12,18:24,146.0,80,AV SIEMPRE VIVA,R01,APELADA,66.0,62.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,GOOGLE,1.0
519,WU08YWC,1932-01-01,08:18,100.0,40,AV LIBERTADOR,R01,IMPAGA,60.0,58.0,,,
524,HF3461,2020-01-28,18:24,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
526,FD1475,1932-01-01,00:00,129.0,60,AV LIBERTADOR,R02,APELADA,69.0,66.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
527,J1S1,1932-01-01,18:24,158.0,80,RUTA 9,R02,ERROR,78.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
533,VNK296GP,1932-01-01,00:00,120.0,60,RUTA 9,R02,ERROR,60.0,57.0,,,
536,HAMSTUR,1932-01-01,08:19,47.0,40,AV SIEMPRE VIVA,R02,PAGADA,7.0,5.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
539,OUTSTDN,1932-01-01,00:00,85.0,60,AV LIBERTADOR,,IMPAGA,25.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
541,WEFLYN,1932-01-01,08:19,118.0,40,RUTA 9,R03,APELADA,78.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
544,VY90540,1932-01-01,18:25,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
545,WEFLYN,1932-01-01,00:00,81.0,60,AV SIEMPRE VIVA,R01,IMPAGA,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
550,FVIOUHP,1932-01-01,08:20,75.0,60,RUTA 9,,IMPAGA,15.0,12.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
551,MX60NZA,1932-01-01,00:00,90.0,60,RUTA 9,R02,IMPAGA,30.0,27.0,,,
553,DK414N,1932-01-01,00:00,55.0,40,AV SIEMPRE VIVA,R02,ERROR,15.0,13.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/2a3e44107826e876_patente.jpg,DK414N,1.0
555,HAMSTUR,2023-02-19,14:18,98.0,40,AV LIBERTADOR,R01,APELADA,58.0,56.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
557,VTIIAHV,2022-01-26,00:00,52.0,40,AV LIBERTADOR,,PAGADA,12.0,10.0,,,
561,TL03GOG,1932-01-01,00:00,116.0,80,RUTA 9,,APELADA,36.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
564,6611172,1932-01-01,14:18,118.0,80,AV LIBERTADOR,R03,APELADA,38.0,34.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
565,6NCE831,2021-12-16,14:19,134.0,80,AV LIBERTADOR,R02,APELADA,54.0,50.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
568,BHRP770,1932-01-01,08:20,153.0,80,RUTA 9,R03,ERROR,73.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
569,FD1475,1932-01-01,00:00,132.0,60,AV SIEMPRE VIVA,,APELADA,72.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
571,FVIOUHP,1932-01-01,00:00,87.0,60,RUTA 9,R01,IMPAGA,27.0,24.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
574,GE1466,1932-01-01,18:26,78.0,60,RUTA 9,R01,APELADA,18.0,15.0,,,
576,B81JKY,2021-07-17,14:19,80.0,40,AV LIBERTADOR,R02,ERROR,40.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
578,HF3461,1932-01-01,00:00,126.0,80,AV SIEMPRE VIVA,R02,APELADA,46.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
579,BX55DOG,1932-01-01,00:00,139.0,60,RUTA 9,,PAGADA,79.0,76.0,,,
581,8B90638,1932-01-01,18:26,107.0,60,AV LIBERTADOR,R03,APELADA,47.0,44.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0
582,INTIGR8,2020-06-14,14:20,95.0,60,AV SIEMPRE VIVA,R01,APELADA,35.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
583,DK414N,2020-07-04,08:21,76.0,60,AV SIEMPRE VIVA,R03,APELADA,16.0,13.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/2a3e44107826e876_patente.jpg,DK414N,1.0
587,HF3461,1932-01-01,00:00,100.0,40,AV SIEMPRE VIVA,R01,PAGADA,60.0,58.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
589,J1S1,1932-01-01,00:00,145.0,80,RUTA 9,,PAGADA,65.0,61.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
593,B81JKY,1932-01-01,18:27,141.0,80,AV SIEMPRE VIVA,R02,PAGADA,61.0,57.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
600,WEFLYN,1932-01-01,14:20,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
605,MX60NZA,1932-01-01,14:20,105.0,60,AV LIBERTADOR,,PAGADA,45.0,42.0,,,
608,FD1475,1932-01-01,08:22,113.0,80,AV LIBERTADOR,R02,APELADA,33.0,29.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
610,M20CPR,1932-01-01,14:21,85.0,80,AV SIEMPRE VIVA,,ERROR,5.0,1.0,,,
612,HAMSTUR,2024-01-26,00:00,109.0,60,AV SIEMPRE VIVA,,IMPAGA,49.0,46.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
613,T0YDR,1932-01-01,08:22,111.0,80,AV LIBERTADOR,R03,APELADA,31.0,27.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
